word,reading,meaning,example,type,category_id
制度発展,せいどはってん,制度が発展すること,民主主義制度発展の過程を研究する,四字熟語,15
文化進歩,ぶんかしんぽ,文化が進歩すること,国際交流により文化進歩が促進された,四字熟語,15
社会発展,しゃかいはってん,社会が発展すること,教育の普及で社会発展が促進された,四字熟語,15
組織発展,そしきはってん,組織が発展すること,企業の組織発展戦略を策定した,四字熟語,15
産業発展,さんぎょうはってん,産業が発展すること,地域の産業発展に貢献したい,四字熟語,15
経済発展,けいざいはってん,経済が発展すること,持続可能な経済発展を目指している,四字熟語,15
科学発展,かがくはってん,科学が発展すること,基礎研究による科学発展が重要だ,四字熟語,15
全力投入,ぜんりょくとうにゅう,全力を投入すること,新規事業に全力投入で取り組む,四字熟語,1
渾身努力,こんしんどりょく,全身全霊で努力すること,目標達成のため渾身努力を続ける,四字熟語,1
猛烈努力,もうれつどりょく,猛烈に努力すること,受験に向けて猛烈努力している,四字熟語,1
一意専心,いちいせんしん,一つのことに心を集中すること,研究に一意専心で取り組んでいる,四字熟語,1
骨身惜労,こっしんおしろう,骨身を惜しまず労働すること,会社のため骨身惜しまず働いた,四字熟語,1
身心一如,しんしんいちにょ,身と心が一体となること,武道で身心一如の境地を目指す,四字熟語,1
鞠躬尽瘁,きっきゅうじんすい,身を粉にして尽くすこと,国家のため鞠躬尽瘁の覚悟で臨む,四字熟語,1
精励恪勤,せいれいかっきん,精を出して励み勤めること,職務に精励恪勤で従事している,四字熟語,1
奮発励行,ふんぱつれいこう,奮い立って励み行うこと,新年に奮発励行を誓った,四字熟語,1
勇往直前,ゆうおうちょくぜん,勇ましく真っ直ぐ前進すること,困難にも勇往直前で立ち向かう,四字熟語,1
不撓不屈,ふとうふくつ,困難に屈しない強い意志,不撓不屈の精神で挑戦し続ける,四字熟語,1
臥薪嘗胆,がしんしょうたん,苦労に耐えて復讐の機会を待つこと,失敗を機に臥薪嘗胆の思いで努力した,四字熟語,1
愚公移山,ぐこういざん,愚かな老人が山を移したという故事から困難でも努力を続けること,愚公移山の精神で地道に取り組む,四字熟語,1
水滴石穿,すいてきせきせん,水滴が石に穴を開けるように継続すれば成果が出ること,水滴石穿の例えのように努力を続ける,四字熟語,1
鉄杵成針,てっしょせいしん,鉄の棒も磨けば針になることから努力の大切さ,鉄杵成針の教えを胸に技術を磨く,四字熟語,1
精進潔斎,しょうじんけっさい,精進して心身を清めること,大事な仕事の前に精進潔斎で臨む,四字熟語,1
刻苦精励,こっくせいれい,苦労をいとわず励むこと,技術向上のため刻苦精励している,四字熟語,1
専心一意,せんしんいちい,一つのことに心を専念すること,研究に専心一意で打ち込む,四字熟語,1
勤勉力行,きんべんりっこう,勤勉で努力を実行すること,学問において勤勉力行を心がける,四字熟語,1
情誼深厚,じょうぎしんこう,情誼が深く厚いこと,長年の友人との情誼深厚な関係,四字熟語,2
義理人情,ぎりにんじょう,義理と人情,日本人の義理人情を大切にしたい,四字熟語,2
温情脈脈,おんじょうみゃくみゃく,温かい情が流れていること,家族の温情脈脈とした雰囲気,四字熟語,2
人情味厚,にんじょうみあつ,人情が厚いこと,下町の人情味厚い商店街,四字熟語,2
慈悲深慈,じひしんじ,慈悲が深いこと,観音様の慈悲深慈な御心,四字熟語,2
温和敦厚,おんわとんこう,温和で厚情なこと,温和敦厚な人柄で慕われている,四字熟語,2
親睦融和,しんぼくゆうわ,親しく睦まじく和らぐこと,職場の親睦融和を図るイベント,四字熟語,2
協調融和,きょうちょうゆうわ,協調して和らぐこと,国際間の協調融和を目指す,四字熟語,2
敦厚温良,とんこうおんりょう,厚情で温和なこと,敦厚温良な性格で信頼されている,四字熟語,2
情深義重,じょうしんぎじゅう,情が深く義が重いこと,師弟の情深義重な関係,四字熟語,2
和顔愛語,わがんあいご,和やかな顔と愛情のこもった言葉,和顔愛語で接客している,四字熟語,2
慈愛無辺,じあいむへん,慈愛に限りがないこと,母の慈愛無辺な愛情に感謝する,四字熟語,2
温顔慈眼,おんがんじげん,温和な顔と慈悲深い眼差し,祖母の温顔慈眼を思い出す,四字熟語,2
恩情厚重,おんじょうこうじゅう,恩と情が厚く重いこと,師の恩情厚重に報いたい,四字熟語,2
親愛精誠,しんあいせいせい,親愛の情と真心,親愛精誠の気持ちで接する,四字熟語,2
情理兼備,じょうりけんび,情と理を兼ね備えること,情理兼備した判断を下す,四字熟語,2
仁慈博愛,じんじはくあい,仁慈と博愛の心,仁慈博愛の精神で社会奉仕する,四字熟語,2
慈眼視衆,じがんしじゅ,慈悲の眼で衆生を見ること,慈眼視衆の心で人に接する,四字熟語,2
温厚篤実,おんこうとくじつ,温和で厚く実直なこと,温厚篤実な人格者として尊敬される,四字熟語,2
知恵工夫,ちえくふう,知恵を働かせて工夫すること,限られた予算で知恵工夫して対応する,四字熟語,3
学而不厭,がくじふえん,学んでも飽きないこと,学而不厭の精神で研究を続ける,四字熟語,3
博学篤行,はくがくとくこう,広い学問と厚い実行力,博学篤行の学者として評価される,四字熟語,3
学問修行,がくもんしゅぎょう,学問を修め行うこと,若い頃は学問修行に励んだ,四字熟語,3
智謀深慮,ちぼうしんりょ,知略と深い思慮,智謀深慮で難局を乗り切った,四字熟語,3
深謀遠慮,しんぼうえんりょ,深く考え遠くまで見通すこと,深謀遠慮した経営戦略,四字熟語,3
才知縦横,さいちじゅうおう,才知を自在に働かせること,才知縦横な弁舌で聴衆を魅了した,四字熟語,3
博覧多識,はくらんたしき,広く書物を読み多くの知識を持つこと,博覧多識の学者として知られる,四字熟語,3
智勇兼備,ちゆうけんび,知恵と勇気を兼ね備えること,智勇兼備の名将として語り継がれる,四字熟語,3
学識淵博,がくしきえんぱく,学識が深く広いこと,学識淵博な教授から多くを学んだ,四字熟語,3
博聞強識,はくぶんきょうしき,広く聞き強く記憶すること,博聞強識で有名な学者,四字熟語,3
才学兼備,さいがくけんび,才能と学問を兼ね備えること,才学兼備の人材として重用される,四字熟語,3
知見広博,ちけんこうはく,知識と見識が広く深いこと,知見広博な専門家として相談を受ける,四字熟語,3
博識多学,はくしきたがく,広い知識と多くの学問,博識多学な人として尊敬される,四字熟語,3
智慧明達,ちえめいたつ,智慧が明らかで達していること,智慧明達な判断で問題を解決した,四字熟語,3
聡明睿智,そうめいえいち,聡明で智慧が優れていること,聡明睿智な君主として慕われた,四字熟語,3
明哲保身,めいてつほしん,明哲で身を保つこと,明哲保身の処世術を身につける,四字熟語,3
智勇双全,ちゆうそうぜん,智慧と勇気を両方完全に備えること,智勇双全の武将として活躍した,四字熟語,3
賢明博達,けんめいはくたつ,賢明で博く達していること,賢明博達な政治家として信頼される,四字熟語,3
